,Title,Price,Original_Price,Discount,Link,Rating,Brand,Category,Price_Tier
3285,"HANYUL Soft Chestnut Flawless Sebum Pore Clay Mask 100mL (Special Gift: 15mL, Pad 4ea) (OY-Exclusive)",25.6,32.0,20.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240322613,4.8,HANYUL,Toner,Mid
3286,Mary&May Vegan Calendula Peptide Ageless Sleeping Mask 110g,22.01,29.0,24.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240322679,4.6,Mary&May,Mask,Mid
3287,MEDI-PEEL Collagen Vegan Green Cica Modeling Cup Pack 28g (1 serving),3.6,4.0,10.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240322745,4.7,MEDI-PEEL,Mask,Budget
3288,Shingmulnara White Rice Bright Tone Clear Pack 100g,15.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240423064,4.5,Shingmulnara,Set,Budget
3289,Torriden Dive In Modeling Pack 25g,8.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240423112,4.5,Torriden,Mask,Budget
3290,Torriden Balanceful Modeling Pack 30g,8.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240423113,4.6,Torriden,Toner,Budget
3291,d'Alba White Truffle Serum & Cream Modeling Mask 66g*4ea [Nutritive / Hydrating],46.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240523549,4.8,d'Alba,Mask,Premium
3292,mixsoon Green Cica Modeling Pack 5ea,17.0,20.0,15.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240523797,4.6,mixsoon,Mask,Budget
3293,O'earth Cool Cica Tea Tree Modeling Pack 30g,5.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240623958,4.6,O'earth,Mask,Budget
3294,SKINFOOD Potato Food Mask 120g,12.6,18.0,30.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240624148,4.4,SKINFOOD,Mask,Budget
3295,belif Super Knights Pore Tightening Vegan Pack Cleanser 150ml,27.86,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240624277,4.3,belif,Toner,Mid
3296,belif Super Knights Brightening Toning Vegan Pack Cleanser 150ml,27.86,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240624278,4.0,belif,Cleanser,Mid
3297,Easydew DW-EGF MELALHA Peel One Day Program,15.48,18.0,14.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240724524,5.0,Easydew,Exfoliator,Budget
3298,Inward Agas ACue Herbal Mask 120ml,23.09,34.0,32.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240724525,,Inward,Mask,Mid
3299,ma:nyo Pure Bean Scrub Pack 100g,20.98,34.0,38.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240724836,,ma:nyo,Exfoliator,Mid
3300,Torriden Balanceful Modeling Pack 5ea,19.6,28.0,30.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240724874,4.3,Torriden,Toner,Budget
3301,MEDIHEAL Derma Modeling Pack 300g Set [Tea Tree] Set (+Ampoule 20ml) (OY-Exclusive),22.53,32.0,30.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240825487,4.7,MEDIHEAL,Mask,Mid
3302,BRINGGREEN Super Lemon Glutacion Sleeping Pack 100 ml Set (+Silicon Brush),11.46,22.0,48.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240825500,5.0,BRINGGREEN,Set,Budget
3303,ROUND LAB For Men Pine Calming Cica Clay Pack 100ml,16.2,24.0,32.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240925630,,ROUND,Mask,Budget
3304,PURCELL Pixcell Biom O2 Enhancer Modeling Mask 240g,32.82,34.0,3.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240925660,4.5,PURCELL,Mask,Mid
3305,FUSIDYNE Derma Pore 4D Collagen Wrapping Mask,33.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240925664,4.7,FUSIDYNE,Toner,Mid
3306,d'Alba White Truffle Serum & Cream Modeling Mask 66g*1ea [Nourishing/Hydrating],12.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240925728,4.7,d'Alba,Mask,Budget
3307,Dermatory Cica Soothing Leaf Gel Modeling Pack 66g 4ea,28.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240925887,,Dermatory,Mask,Mid
3308,Dermatory Hyal Shot Barrier Ampoule Gel Modeling Pack B5 66g 4ea,28.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240925888,,Dermatory,Mask,Mid
3309,Dermatory Modeling Pack 66g,4.43,7.0,37.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240925889,4.8,Dermatory,Mask,Budget
3310,beplain Mung Bean Pore Clay Mask 80mL (+12ml x2ea),21.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240925916,4.8,beplain,Toner,Mid
3311,belif Super Knights Multi Vitamin Mask 30ml,18.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240925919,4.5,belif,Mask,Budget
3312,Sunnicorn Microbiome Modeling Pack 7ea,24.3,27.0,10.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240925924,5.0,Sunnicorn,Sunscreen,Mid
3313,fromtheskin Glutathione Collagen Pack 50g,41.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240925942,4.0,fromtheskin,Cream,Premium
3314,OBge Pore Zero Moose Clay Pack 100ml,31.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA241026139,,OBge,Toner,Mid
3315,ilso Clean Up Mud Cream 100g,16.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA241026468,5.0,ilso,Mask,Budget
3316,koy Flow Soft Crema Mask 70ml,67.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA241126790,,koy,Mask,Luxury
3317,groundplan Nightpack 45ml,56.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA241227004,,groundplan,Set,Premium
3318,CKD Vita C Teca Dark Spot Cream Pack 80ml Set (+Brush),21.93,35.0,37.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA241227196,5.0,CKD,Cream,Mid
3319,ONE THING Houttuynia Cordata Modeling Pack 7ea,25.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA241227218,,ONE,Mask,Mid
3320,ONE THING Hyaluoronic Acid Moldeling Pack 7ea,16.54,25.0,34.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA241227219,,ONE,Set,Budget
3321,ONE THING Collagen Modeling Pack 7ea,16.54,25.0,34.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA241227220,,ONE,Mask,Budget
3322,[NETFLIX] BRINGGREEN Tea Tree Cica Pore Clay Pack Strong 100g Set (+Tube 100g+Cleansing Sponge),40.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA241227281,4.7,[NETFLIX],Toner,Mid
3323,nutseline Super Nut Honey Balm Pack 100ml,29.16,41.0,29.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250127621,4.0,nutseline,Balm,Mid
3324,Abib Modeling CrÃ¨me Mask Jericho Rose Scoop 71g,7.37,10.0,26.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250127735,4.2,Abib,Mask,Budget
3325,Abib Modeling CrÃ¨me Mask Heartleaf Scoop 71g,7.37,10.0,26.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250127736,4.5,Abib,Mask,Budget
3326,Dewytree AC CTRL Deep Green Calming Clay Gel Pore Pack 100mL (+Gel Brush) (OY-Exclusive),19.04,25.0,24.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250127907,,Dewytree,Toner,Budget
3327,Iâ€™m from Fig Scrub Mask 100g Double Pack,42.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250128335,,Iâ€™m,Exfoliator,Premium
3328,I'm from Mandarin Honey Mask 120g,44.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250128341,,I'm,Mask,Premium
3329,I'm from Ginseng Mask 120g,33.6,42.0,20.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250128357,,I'm,Mask,Mid
3330,BRINGGREEN Tea Tree Cica Pore Clay Pack Strong 100g 2ea Set (+Clear Spatula),24.32,40.0,39.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250228479,4.0,BRINGGREEN,Toner,Mid
3331,fully Rice Dough Modeling Mask Sheet 4ea,29.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250228505,4.5,fully,Mask,Mid
3332,belif Super Knights Bright Toning Vegan Pack Cleanser 150ml 1+1 Set,32.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250228506,,belif,Cleanser,Mid
3333,MEDIHEAL Derma Modeling Pack 28g 5ea Set [Madecassoside],19.82,26.0,24.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250228701,5.0,MEDIHEAL,Mask,Budget
3334,MEDIHEAL Derma Modeling Pack 28g 5ea Set [Hyaluronic Acid],19.82,26.0,24.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250228702,5.0,MEDIHEAL,Mask,Budget
3335,MEDIHEAL Derma Modeling Pack 28g 5ea Set [Collagen],26.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250228703,5.0,MEDIHEAL,Mask,Mid
3336,[Disney Pixar EDITION] MEDIHEAL Derma Modeling Pack 5ea Set [Madecassoside] (+Random 1 out of 4 Pouch Gift),26.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250228705,4.8,[Disney,Mask,Mid
3337,SUM37 Micro-Active Super Matcha Pore Mask Pack 100ml,49.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250228791,,SUM37,Toner,Premium
3338,Ariul Skin Balance Wash Off Mask Pack Yulmu Enzyme 100ml,18.2,26.0,30.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250329114,,Ariul,Toner,Budget
3339,CKD Retino Collagen 300 Tightening Glow Cream Pack 80ml Set (+Brush),21.93,35.0,37.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250329180,,CKD,Cream,Mid
3340,I'm from Honey Mask 70ml,26.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250329181,,I'm,Mask,Mid
3341,I'm from Fig Scrub Mask 70g,16.8,24.0,30.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250329182,5.0,I'm,Exfoliator,Budget
3342,I'm from Beet Purifying Mask 70g,16.8,24.0,30.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250329183,,I'm,Mask,Budget
3343,I'm from Mugwort Mask 70g,24.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250329184,,I'm,Mask,Mid
3344,Real Barrier Retiniol Lifting Wrapping Mask Sheet 80ml,23.33,28.0,17.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250329194,,Real,Serum,Mid
3345,Real Barrier Control-T Acid Pore Clay Pack 80ml,16.33,21.0,22.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250329195,5.0,Real,Toner,Budget
3346,I'm from Rice Mask 110g,37.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250329481,,I'm,Mask,Mid
3347,I'm from Rice Glow Peel Off Mask 70g,29.7,33.0,10.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250329482,,I'm,Mask,Mid
3348,Iâ€™m from Fig Scrub Mask 70g Double Pack,26.4,33.0,20.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250329657,,Iâ€™m,Exfoliator,Mid
3349,April Skin Real Calendula Peel Off Pack 100g Double Pack,27.57,29.0,5.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250429905,,April,Set,Mid
3350,belif Aqua Bomb Frozen Modeling Mask 4 Servings Set (+Mixing Bowl+Spatula),29.6,37.0,20.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250429912,,belif,Mask,Mid
3351,Feelkeen Relief Deep Sleeping Mask 50ml,46.68,55.0,15.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250430209,,Feelkeen,Cream,Premium
3352,BRINGGREEN Modeling Pack Bamboo Hyalu 28g,6.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250430475,,BRINGGREEN,Mask,Budget
3353,BRINGGREEN Modeling Pack Super Lemon Glutathione 28g,6.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250430476,,BRINGGREEN,Mask,Budget
3354,Shingmulnara Young Green Tea Fresh Pore Clay Pack 100ml,10.31,15.0,31.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250430478,,Shingmulnara,Toner,Budget
3355,NIGHTINGALE 3 Steps Tako Pack Blackhead Clear Solution,9.53,11.0,13.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA210811474,4.3,NIGHTINGALE,Set,Budget
3356,MARY&MAY Daily Safe Blackhead Clear Nose Mask 10 Sheets,16.03,24.0,33.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA220615157,4.0,MARY&MAY,Mask,Budget
3357,Me factory 3-step Black Piggy Nose Strip 3 Sheets,10.61,13.0,18.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA220815797,4.7,Me,face mask,Budget
3358,HATHERINE Pore Clear White Nose Strip 16EA (Large Volume),6.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA221116929,4.1,HATHERINE,Toner,Budget
3359,papa recipe Papaâ€™s Patch Nose 10P,26.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA230719623,4.7,papa,Patch,Mid
3360,MEDI-PEEL Extra Super 9+ Blackhead Out Nose Pack 5 Sheets,12.79,15.0,15.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA230920322,4.2,MEDI-PEEL,Set,Budget
3361,ROUND LAB Pine Tree Soothing Cica Biocellulose Nose Pack 2-Step Kit 5P,14.79,23.0,36.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA231020784,4.4,ROUND,Set,Budget
3362,HATHERINE Pore Melting Shrinko Nose Pack 4P,11.2,14.0,20.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240423266,5.0,HATHERINE,Toner,Budget
3363,Isntree Mugwort Calming Clear Nose Pack 5P,13.88,21.0,34.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240523831,,Isntree,Set,Budget
3364,BRINGGREEN Tea Tree Cica Pore Nose Pack 5P,14.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240825006,4.5,BRINGGREEN,Toner,Budget
3365,Faith in Face Eye Am Not Tired Eye Patch,5.0,10.0,50.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA210000024,,Faith,Patch,Budget
3366,DERMAFIX Tension-Up Collagen Wrinkle Patch,10.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA210003432,5.0,DERMAFIX,Cream,Budget
3367,"AHC Masters Pro Patch 2 Step 4 Servings(outdoor activities, golf patch)",21.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA220414239,4.5,AHC,Patch,Mid
3368,Dermatory Pro Vita A Retinal Eye Patch 60P,16.8,24.0,30.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA230418146,4.3,Dermatory,Patch,Budget
3369,OSEQUE Outdoor Vita Toning Patch Birdie Type 3 Packs (+1 Pack),18.6,31.0,40.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA230518781,5.0,OSEQUE,Patch,Budget
3370,OSEQUE Outdoor Vita Toning Patch Eagle Type 3P,39.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA230619012,4.0,OSEQUE,Patch,Mid
3371,Dermall Materix Quick Vitalizing Patch 10P,29.16,35.0,17.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA230819957,,Dermall,Patch,Mid
3372,comfort zone Sublime Skin Eye Patch 6P,115.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA230820242,,comfort,Patch,Luxury
3373,COSRX Advanced Snail Hydrogel Eye Patch,28.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA231020821,4.7,COSRX,Patch,Mid
3374,ISOI Blemish Care Eye & Wrinkle Patch 90P (+90P Double Set),38.93,52.0,25.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240121626,4.6,ISOI,Spot Treatment,Mid
3375,BIOHEAL BOH Probioderm Melting Collagen Deep Shot Forehead Film 5 Servings Set (+Collagen Water 91 Mist 15ml),29.45,31.0,5.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240523808,4.2,BIOHEAL,Cleanser,Mid
3376,easydew EX DW-EGF Melatoning Patch 5g*4P,17.85,21.0,15.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240623951,4.5,easydew,Patch,Budget
3377,Heimish Bulgarian Rose Eye Patch 60P,21.6,24.0,10.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240624003,4.6,Heimish,Patch,Mid
3378,bewants Phyto Collagen Eye Serum Patch 60P,19.6,28.0,30.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240724493,4.8,bewants,Serum,Budget
3379,Avajar Activity Whitening Eye Patch 1P,3.0,6.0,50.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240724869,,Avajar,Patch,Budget
3380,mixsoon Cica-Hyal Hydrogel Eye Patch 60P,21.67,28.0,23.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240724931,5.0,mixsoon,Patch,Mid
3381,mixsoon Melting Collagen Neck & Forehead Film 5P+,38.0,39.0,3.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240724937,,mixsoon,Cream,Mid
3382,mixsoon Melting Collgen Eye Film 10P,35.1,36.0,2.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240724938,4.5,mixsoon,Eye Makeup,Mid
3383,bewants Phyto Collagen Eye Serum Patch 60P Double Pack,33.6,42.0,20.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240825007,5.0,bewants,Serum,Mid
3384,[TRIPLE] ROUND LAB Birch Juice Moisturizing Sunscreen 50ml Triple Set,48.0,52.0,8.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250430113,4.8,[TRIPLE],Sunscreen,Premium
3385,Beauty of Joseon Relief Sun: Rice + Probiotics (SPF50+ PA++++) Double Pack 50mL*2ea,30.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA220615265,4.9,Beauty,Cream,Mid
3386,SKIN1004 Madagascar Centella Hyalu-Cica Water-Fit Sun Serum 100mL,22.1,26.0,15.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240724745,4.9,SKIN1004,Sunscreen,Mid
3387,Beauty of Joseon Relief Sun Aqua-fresh Rice+B5 (SPF50+ PA++++) 50mL,18.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240825222,4.8,Beauty,Cream,Budget
3388,ROUND LAB BIRCH JUICE MOISTURIZING SUNSCREEN 50ml Set,21.0,30.0,30.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA210004685,4.9,ROUND,Sunscreen,Mid
3389,ROUND LAB Birch Juice Moisturizing Sun Stick 19g Double Set,30.05,35.0,14.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240322554,4.8,ROUND,Sunscreen,Mid
3390,SKIN1004 Perfect Suncare Kit (Sun serum 50ml+Sun stick 20g+Cleansing oil 30ml+Cleansing Foam 20ml),24.6,41.0,40.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA241126581,4.9,SKIN1004,Cream,Mid
3391,Isntree Hyaluronic Acid Watery Sun Gel Double Set (50mL+50mL),31.28,39.1,20.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA230920295,4.8,Isntree,Sunscreen,Mid
3392,SKIN1004 Madagascar Centella Hyalu-Cica Water-Fit Sun Serum 50mL,18.7,22.0,15.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA220715346,4.8,SKIN1004,Sunscreen,Budget
3393,goodal Heartleaf Calming Moisture Sun Cream 50mL 1+1 Special Set,21.0,24.0,12.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240121607,4.8,goodal,Sunscreen,Mid
3394,beauty of joseon Matte sun stick : Mugwort + Camelia Double Pack,27.0,30.0,10.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240825347,4.7,beauty,Sunscreen,Mid
3395,Beauty of Joseon Relief Sun : Rice + Probiotics 50mL,15.09,18.0,16.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA220816046,4.8,Beauty,Cream,Budget
3396,d'Alba Waterfull Tone-Up Sun Cream Duo Set (50mL+50mL),59.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA220414400,4.8,d'Alba,Sunscreen,Premium
3397,ROUND LAB Camellia Deep Collagen Firming Sun Serum 50ml+50ml Set,41.01,52.0,21.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250329208,5.0,ROUND,Serum,Premium
3398,d'Alba Waterful Tone Up Sun Cream Purple 50mL Duo Set,59.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240222109,4.6,d'Alba,Sunscreen,Premium
3399,numbuzin No. 1 Clear Filter Sun Essence SPF50+ PA++++,24.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA230619383,4.6,numbuzin,Essence,Mid
3400,AESTURA Derma UV365 Barrier Hydro Mineral Sunscreen 40ml Set (+20ml),28.7,41.0,30.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240624151,4.7,AESTURA,Sunscreen,Mid
3401,[Duo Set] numbuzin No. 3 Porcelain Base-skip Tone Up Beige SPF50+ PA++++ 35mL + 35mL Duo Set,21.6,24.0,10.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA230518530,4.6,[Duo,Foundation,Mid
3402,House of Hur Weightless Sun Fluid 50ml,15.2,19.0,20.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250329724,5.0,House,Sunscreen,Budget
3403,Cell Fusion C Laser UV Sunscreen 35mL 1+1 Special Set,34.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240121621,4.7,Cell,Sunscreen,Mid
3404,Haruharu wonder Black Rice Moisture Airyfit Daily Sunscreen Duo,30.55,47.0,35.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA230920574,4.8,Haruharu,Sunscreen,Mid
3405,CNP After-Ray Tone Up Protection Sun 50ml Double Pack,29.75,35.0,15.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250429922,,CNP,Sunscreen,Mid
3406,[Large Size] AHC Masters Air Rich Sun Stick 22g,20.0,25.0,20.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA230418182,4.8,[Large,Sunscreen,Budget
3407,Beauty of Joseon Ginseng Moist Sun Serum 50mL,21.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA230518751,4.5,Beauty,Sunscreen,Mid
3408,AHC Masters Aqua Rich Sun Cream 50ml 1+1 Set,29.44,33.0,11.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250329270,4.8,AHC,Sunscreen,Mid
3409,Torriden Dive In Watery Moisture Sun Cream 1+1 Special Set,29.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA230719620,4.8,Torriden,Sunscreen,Mid
3410,HAMEL Vegan Aqua Glow Sun Serum 50mL,19.44,33.0,41.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA230819837,4.8,HAMEL,Sunscreen,Budget
3411,ROUND LAB Birch Juice Moisturizing Sun Cushion 15g,21.5,29.0,26.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA220213759,4.3,ROUND,Sunscreen,Mid
3412,COSRX Ultra-Light Invisible Sunscreen SPF50+ PA++++ 50ml,16.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240724528,4.8,COSRX,Sunscreen,Budget
3413,ROUND LAB BIRCH JUICE MILD-UP SUNSCREEN 50ml Special Set (Special Gift: Cleanser 20mL),21.0,30.0,30.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA220313898,4.5,ROUND,Sunscreen,Mid
